"St. John's — Historical Average, Median and Price Percentiles for Unabsorbed Homeowner and Condominium Units  "
January 1990 to March 2024 Single / Semi-detached
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1990 January,"90,000","122,000","140,000","162,000","130,000","129,260",54,
1990 February,"86,000","114,000","138,000","159,000","130,000","126,600",42,
1990 March,"90,000","112,000","138,000","152,000","130,000","126,459",39,
1990 April,"90,000","107,000","140,000","170,000","130,000","129,829",36,
1990 May,"90,000","130,000","150,000","170,000","140,000","138,647",35,
1990 June,"95,000","140,000","165,000","175,000","150,000","142,074",57,
1990 July,"112,000","140,000","153,000","175,000","145,000","142,055",58,
1990 August,"99,000","140,000","157,000","175,000","145,000","141,755",56,
1990 September,"98,000","140,000","159,000","175,000","150,000","143,617",50,
1990 October,"98,000","140,000","158,000","175,000","147,500","142,381",43,
1990 November,"90,000","135,000","160,000","175,000","145,000","139,385",40,
1990 December,"106,000","140,000","168,000","175,000","147,500","144,750",33,
1991 January,"90,000","130,000","147,000","175,000","140,000","136,333",34,
1991 February,**,**,**,**,**,"140,971",36,
1991 March,"95,000","135,000","145,000","175,000","140,000","138,835",50,
1991 April,"93,000","136,000","145,000","175,000","145,000","139,681",48,
1991 May,"93,000","140,000","149,000","175,000","145,000","141,489",48,
1991 June,**,**,**,**,**,"143,674",44,
1991 July,"110,000","140,000","145,000","175,000","145,000","141,744",40,
1991 August,"126,000","140,000","145,000","175,000","145,000","144,229",36,
1991 September,"90,000","130,000","146,000","175,000","140,000","144,373",51,
1991 October,"90,000","110,000","145,000","180,000","135,000","143,597",72,
1991 November,"90,000","99,000","140,000","175,000","110,000","133,128",86,
1991 December,"90,000","124,000","160,000","183,000","140,000","144,092",76,
1992 January,"91,000","130,000","166,000","183,000","140,000","147,985",65,
1992 February,"99,000","138,000","170,000","176,000","150,000","150,540",65,
1992 March,"98,000","131,000","164,000","175,000","140,000","147,984",64,
1992 April,"95,000","130,000","166,000","178,000","145,000","149,020",51,
1992 May,"116,000","146,000","170,000","180,000","162,500","158,333",42,
1992 June,"108,000","143,000","167,000","180,000","160,000","156,349",43,
1992 July,"95,000","140,000","165,000","175,000","160,000","149,487",39,
1992 August,"132,000","160,000","170,000","178,000","160,000","164,341",41,
1992 September,"135,000","150,000","170,000","175,000","160,000","163,636",44,
1992 October,"127,000","150,000","161,000","175,000","160,000","156,176",51,
1992 November,"130,000","150,000","160,000","175,000","160,000","158,860",57,
1992 December,"130,000","150,000","160,000","175,000","160,000","159,367",49,
1993 January,"130,000","150,000","164,000","175,000","155,000","159,146",48,
1993 February,"136,000","150,000","170,000","175,000","160,000","162,225",40,
1993 March,"130,000","150,000","160,000","175,000","150,000","156,769",39,
1993 April,"139,000","150,000","164,000","176,000","150,000","159,515",33,
1993 May,"138,000","150,000","168,000","175,000","150,000","159,407",27,
