"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"12210",2006-07-01,"2006","65 - 74",85,"Census","Mobility 1 of 65 and over"
"12210",2006-07-01,"2006","75 - 84",55,"Census","Mobility 1 of 65 and over"
"12210",2006-07-01,"2006","85+",15,"Census","Mobility 1 of 65 and over"
"12210",2006-07-01,"2006","Total 65+",155,"Census","Mobility 1 of 65 and over"
"12210",2006-07-01,"2006","Total",1340,"Census","Mobility 1 of 65 and over"
"12210",2011-07-01,"2011","65 - 74",45,"Census","Mobility 1 of 65 and over"
"12210",2011-07-01,"2011","75 - 84",35,"Census","Mobility 1 of 65 and over"
"12210",2011-07-01,"2011","85+",0,"Census","Mobility 1 of 65 and over"
"12210",2011-07-01,"2011","Total 65+",80,"Census","Mobility 1 of 65 and over"
"12210",2011-07-01,"2011","Total",1415,"Census","Mobility 1 of 65 and over"
"12210",2016-07-01,"2016","65 - 74",60,"Census","Mobility 1 of 65 and over"
"12210",2016-07-01,"2016","75 - 84",55,"Census","Mobility 1 of 65 and over"
"12210",2016-07-01,"2016","85+",10,"Census","Mobility 1 of 65 and over"
"12210",2016-07-01,"2016","Total 65+",125,"Census","Mobility 1 of 65 and over"
"12210",2016-07-01,"2016","Total",1150,"Census","Mobility 1 of 65 and over"
"12210",2021-07-01,"2021","65 - 74",165,"Census","Mobility 1 of 65 and over"
"12210",2021-07-01,"2021","75 - 84",50,"Census","Mobility 1 of 65 and over"
"12210",2021-07-01,"2021","85+",10,"Census","Mobility 1 of 65 and over"
"12210",2021-07-01,"2021","Total 65+",225,"Census","Mobility 1 of 65 and over"
"12210",2021-07-01,"2021","Total",1290,"Census","Mobility 1 of 65 and over"
