"Regina — Historical Average, Median and Price Percentiles for Absorbed Homeowner and Condominium Units  "
January 1990 to March 2024 Single / Semi-detached
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1990 January,"95,000","120,000","145,000","155,000","125,000","136,142",30,
1990 February,"95,000","115,000","140,000","160,000","120,000","116,456",31,
1990 March,"83,000","93,000","110,000","156,000","102,500","114,582",30,
1990 April,"98,000","115,000","125,000","136,000","120,000","116,489",24,
1990 May,"89,000","110,000","125,000","142,000","115,000","115,262",39,
1990 June,"92,000","105,000","118,000","139,000","107,500","116,892",12,
1990 July,"95,000","105,000","120,000","145,000","115,000","118,892",53,
1990 August,"95,000","100,000","120,000","145,000","112,500","116,381",52,
1990 September,"85,000","120,000","130,000","140,000","120,000","118,642",25,
1990 October,"105,000","115,000","125,000","150,000","120,000","128,359",37,
1990 November,"100,000","120,000","131,000","155,000","125,000","128,381",37,
1990 December,**,**,**,**,**,"135,428",23,
1991 January,"102,000","120,000","130,000","143,000","125,000","122,227",21,
1991 February,"107,000","135,000","151,000","180,000","140,000","143,176",21,
1991 March,"90,000","99,000","105,000","124,000","105,000","119,516",10,
1991 April,**,**,**,**,**,"135,209",12,
1991 May,"91,000","96,000","124,000","148,000","115,000","119,084",19,
1991 June,**,**,**,**,**,"146,029",11,
1991 July,"114,000","125,000","135,000","155,000","135,000","131,911",13,
1991 August,"93,000","115,000","138,000","153,000","132,500","127,768",10,
1991 September,"110,000","126,000","156,000","175,000","150,000","141,602",15,
1991 October,"85,000","99,000","142,000","165,000","120,000","129,289",21,
1991 November,"112,000","128,000","150,000","158,000","135,000","142,300",22,
1991 December,"96,000","120,000","131,000","155,000","120,000","124,243",15,
1992 January,"120,000","125,000","135,000","145,000","130,000","130,869",14,
1992 February,**,**,**,**,**,"118,423",8,
1992 March,**,**,**,**,**,**,13,
1992 April,**,**,**,**,**,"127,547",7,
1992 May,**,**,**,**,**,"116,501",14,
1992 June,"115,000","135,000","143,000","158,000","140,000","136,623",35,
1992 July,"110,000","120,000","140,000","160,000","125,000","138,179",69,
1992 August,"110,000","126,000","149,000","167,000","137,500","138,518",43,
1992 September,"99,000","115,000","156,000","195,000","135,000","142,462",33,
1992 October,"120,000","130,000","145,000","175,000","135,000","144,279",86,
1992 November,"115,000","130,000","143,000","160,000","135,000","137,695",85,
1992 December,"115,000","135,000","138,000","154,000","135,000","137,959",25,
1993 January,"105,000","120,000","144,000","183,000","125,000","146,454",39,
1993 February,**,**,**,**,**,"162,137",12,
1993 March,**,**,**,**,**,"140,523",36,
1993 April,"111,000","125,000","145,000","165,000","132,500","143,040",40,
1993 May,"118,000","130,000","145,000","160,000","137,500","142,503",38,
1993 June,"109,000","134,000","145,000","169,000","140,000","140,254",26,
1993 July,"106,000","125,000","134,000","162,000","130,000","137,704",22,
1993 August,"115,000","135,000","155,000","178,000","145,000","150,358",80,
1993 September,"116,000","130,000","145,000","175,000","140,000","146,731",68,
1993 October,"120,000","140,000","169,000","200,000","145,000","164,912",36,
1993 November,"109,000","124,000","137,000","168,000","135,000","138,887",26,
1993 December,"115,000","125,000","156,000","195,000","127,500","156,311",26,
1994 January,"106,000","139,000","150,000","165,000","150,000","142,159",20,
1994 February,**,**,**,**,**,"124,677",5,
1994 March,"95,000","110,000","124,000","188,000","120,000","138,775",17,
1994 April,"135,000","142,000","155,000","179,000","150,000","159,006",37,
1994 May,**,**,**,**,**,"153,112",35,
1994 June,"115,000","140,000","150,000","170,000","142,500","144,842",58,
1994 July,"113,000","135,000","148,000","174,000","140,000","143,679",50,
1994 August,"90,000","121,000","139,000","150,000","125,000","133,852",29,
1994 September,"120,000","130,000","150,000","171,000","145,000","147,553",48,
1994 October,"115,000","135,000","150,000","185,000","140,000","148,610",29,
1994 November,"102,000","125,000","141,000","185,000","125,000","140,623",53,
1994 December,"115,000","130,000","145,000","195,000","140,000","147,539",46,
1995 January,"99,000","118,000","151,000","205,000","125,000","153,582",28,
1995 February,"100,000","115,000","149,000","244,000","130,000","161,751",31,
1995 March,"110,000","125,000","140,000","165,000","125,000","151,044",19,
1995 April,"75,000","112,000","152,000","252,000","125,000","151,657",11,
1995 May,"110,000","123,000","144,000","174,000","130,000","151,203",28,
1995 June,"135,000","142,000","145,000","193,000","145,000","163,457",17,
1995 July,"119,000","130,000","150,000","176,000","140,000","141,172",54,
1995 August,"100,000","130,000","150,000","160,000","145,000","135,067",29,
1995 September,"105,000","130,000","145,000","172,000","135,000","142,194",47,
1995 October,"102,000","125,000","140,000","178,000","132,500","149,358",28,
1995 November,"95,000","115,000","127,000","136,000","120,000","118,494",28,
1995 December,"102,000","120,000","136,000","167,000","120,000","142,846",31,
1996 January,"120,000","126,000","130,000","169,000","130,000","142,663",17,
1996 February,"116,000","132,000","143,000","177,000","135,000","146,730",24,
1996 March,"117,000","125,000","136,000","158,000","130,000","139,972",16,
1996 April,"115,000","135,000","143,000","168,000","135,000","137,441",15,
1996 May,"100,000","110,000","125,000","140,000","115,000","116,017",19,
1996 June,"110,000","125,000","140,000","165,000","135,000","136,558",29,
1996 July,"101,000","117,000","138,000","154,000","125,000","131,611",27,
1996 August,"95,000","110,000","130,000","145,000","120,000","125,556",50,
1996 September,"91,000","120,000","150,000","197,000","130,000","150,704",35,
1996 October,"105,000","115,000","130,000","164,000","120,000","136,909",50,
1996 November,"102,000","110,000","120,000","133,000","120,000","126,684",33,
1996 December,"87,000","105,000","117,000","140,000","107,500","112,857",29,
1997 January,"100,000","115,000","135,000","150,000","120,000","125,169",21,
1997 February,"100,000","120,000","135,000","160,000","127,500","136,035",28,
1997 March,"110,000","126,000","135,000","139,000","135,000","128,444",11,
1997 April,"100,000","120,000","135,000","150,000","132,500","132,928",37,
1997 May,"105,000","125,000","140,000","180,000","130,000","143,629",19,
1997 June,"85,000","100,000","120,000","150,000","110,000","114,995",42,
1997 July,"106,000","120,000","140,000","152,000","125,000","130,496",33,
1997 August,"98,000","110,000","120,000","149,000","115,000","126,861",42,
1997 September,"100,000","116,000","134,000","154,000","130,000","134,125",41,
1997 October,"89,000","119,000","132,000","146,000","130,000","129,212",33,
